image,row,field,gt,pred,gt_norm,pred_norm,edit_distance,cer,wer,exact,error
passport_0017_seedream.png,17,sex,МУЖ.,М,M,M,0,0.000000,0.000000,1,
passport_0017_seedream.png,17,birth_date,08.09.1959,08.09.1959,08091959,08091959,0,0.000000,0.000000,1,
passport_0017_seedream.png,17,birth_place,Г. ВЛАДИВОСТОК,Г. ВЛАДИВОСТОК,Г. ВЛАДИВОСТОК,Г. ВЛАДИВОСТОК,0,0.000000,0.000000,1,
passport_0017_seedream.png,17,date_of_issue,29.08.1998,29.08.1998,29081998,29081998,0,0.000000,0.000000,1,
passport_0017_seedream.png,17,department_code,420-553,420-553,420553,420553,0,0.000000,0.000000,1,
passport_0017_seedream.png,17,passport_issued_full,МЕЖРАЙОННЫЙ ОТДЕЛ УФМС ПО КЕМЕРОВСКОЙ ОБЛАСТИ - КУЗБАСС В Г. ПРОКОПЬЕВСК,МЕКРАЙОННЫЙ ОТДЕЛ УФМС В Г ПРОКОПЬЕВСК,МЕЖРАЙОННЫЙ ОТДЕЛ УФМС ПО КЕМЕРОВСКОЙ ОБЛАСТИ - КУЗБАСС В Г. ПРОКОПЬЕВСК,МЕКРАЙОННЫЙ ОТДЕЛ УФМС В Г ПРОКОПЬЕВСК,35,0.486111,0.486111,0,
passport_0017_seedream.png,17,series_and_number,26 83 704201,26 83 704201,2683704201,2683704201,0,0.000000,0.000000,1,
passport_0018_seedream.png,18,lastname,НУРИЕВ,НУРИЕВ,НУРИЕВ,НУРИЕВ,0,0.000000,0.000000,1,
passport_0018_seedream.png,18,firstname,ОСИП,ОСИП,ОСИП,ОСИП,0,0.000000,0.000000,1,
passport_0018_seedream.png,18,middlename,ГИЯОВИЧ,ГИЯОВИЧ,ГИЯОВИЧ,ГИЯОВИЧ,0,0.000000,0.000000,1,
passport_0018_seedream.png,18,sex,МУЖ.,М,M,M,0,0.000000,0.000000,1,
passport_0018_seedream.png,18,birth_date,04.02.1967,04.02.1967,04021967,04021967,0,0.000000,0.000000,1,
passport_0018_seedream.png,18,birth_place,Г. ВОРОНЕЖ,Г ВОРОНЕЖ,Г. ВОРОНЕЖ,Г ВОРОНЕЖ,1,0.100000,0.100000,0,
passport_0018_seedream.png,18,date_of_issue,03.10.2019,03.10.2019,03102019,03102019,0,0.000000,0.000000,1,
passport_0018_seedream.png,18,department_code,051-479,051-479,051479,051479,0,0.000000,0.000000,1,
passport_0018_seedream.png,18,passport_issued_full,МЕЖРАЙОННЫЙ ОТДЕЛ УФМС ПО РЕСП. ДАГЕСТАН В Г. ДЕРБЕНТ,МЕКРАЙОННЫЙ ОТДЕЛ УФМС ПО РЕСП ДАГЕСТАН ВТГ ДЕРБЕНТ,МЕЖРАЙОННЫЙ ОТДЕЛ УФМС ПО РЕСП. ДАГЕСТАН В Г. ДЕРБЕНТ,МЕКРАЙОННЫЙ ОТДЕЛ УФМС ПО РЕСП ДАГЕСТАН ВТГ ДЕРБЕНТ,4,0.075472,0.075472,0,
passport_0018_seedream.png,18,series_and_number,16 96 785197,16 96 785197,1696785197,1696785197,0,0.000000,0.000000,1,
passport_0019_seedream.jpeg,19,lastname,ЗАЙЦЕВА,ЗАЙЦЕВА,ЗАЙЦЕВА,ЗАЙЦЕВА,0,0.000000,0.000000,1,
passport_0019_seedream.jpeg,19,firstname,СВЕТЛАНА,СВЕТЛАНА,СВЕТЛАНА,СВЕТЛАНА,0,0.000000,0.000000,1,
passport_0019_seedream.jpeg,19,middlename,СТАНИСЛАВОВНА,СТАНИСЛАВОВНА,СТАНИСЛАВОВНА,СТАНИСЛАВОВНА,0,0.000000,0.000000,1,
passport_0019_seedream.jpeg,19,sex,ЖЕН.,Ж,F,F,0,0.000000,0.000000,1,
passport_0019_seedream.jpeg,19,birth_date,26.06.2001,26.06.2001,26062001,26062001,0,0.000000,0.000000,1,
passport_0019_seedream.jpeg,19,birth_place,Г. ЕКАТЕРИНБУРГ,Г ЕКАТЕРИНБУРГ,Г. ЕКАТЕРИНБУРГ,Г ЕКАТЕРИНБУРГ,1,0.066667,0.066667,0,
passport_0019_seedream.jpeg,19,date_of_issue,19.02.2025,19.02.2025,19022025,19022025,0,0.000000,0.000000,1,
passport_0019_seedream.jpeg,19,department_code,591-195,59-195,591195,59195,1,0.166667,0.166667,0,
passport_0019_seedream.jpeg,19,passport_issued_full,ОУФМС РОССИИ ПО ПЕРМСКОМУ КРАЮ И КОМИ-ПЕРМЯЦКОМУ ОКРУГУ В ДЗЕРЖИНСКОМ Р-НЕ,ОУФМС РОССИИ О ПЕРМСКОМУ АЕЗМ. КРАО РОССИИ И СЗМ-ЛСИПВЗЮ В ДЛЕРЕИНСКОМ Р-НЕ А,ОУФМС РОССИИ ПО ПЕРМСКОМУ КРАЮ И КОМИ-ПЕРМЯЦКОМУ ОКРУГУ В ДЗЕРЖИНСКОМ Р-НЕ,ОУФМС РОССИИ О ПЕРМСКОМУ АЕЗМ. КРАО РОССИИ И СЗМ-ЛСИПВЗЮ В ДЛЕРЕИНСКОМ Р-НЕ А,33,0.445946,0.445946,0,
passport_0019_seedream.jpeg,19,series_and_number,78 67 246991,78 67 246991,7867246991,7867246991,0,0.000000,0.000000,1,
passport_0020_seedream.png,20,lastname,ЛЫСЕНКО,ЛЫСЕНКО,ЛЫСЕНКО,ЛЫСЕНКО,0,0.000000,0.000000,1,
passport_0020_seedream.png,20,firstname,НЕСТОР,НЕСТОР,НЕСТОР,НЕСТОР,0,0.000000,0.000000,1,
passport_0020_seedream.png,20,middlename,ЯРОСЛАВОВИЧ,ЯРОСЛАВОВИЧ,ЯРОСЛАВОВИЧ,ЯРОСЛАВОВИЧ,0,0.000000,0.000000,1,
passport_0020_seedream.png,20,sex,МУЖ.,М,M,M,0,0.000000,0.000000,1,
passport_0020_seedream.png,20,birth_date,26.08.1959,126.08.1959,26081959,126081959,1,0.125000,0.125000,0,
passport_0020_seedream.png,20,birth_place,Г. ЕКАТЕРИНБУРГ,Г ЕКАТЕРИНБУРГ,Г. ЕКАТЕРИНБУРГ,Г ЕКАТЕРИНБУРГ,1,0.066667,0.066667,0,
passport_0020_seedream.png,20,date_of_issue,05.01.2023,05.01.2023,05012023,05012023,0,0.000000,0.000000,1,
passport_0020_seedream.png,20,department_code,770-993,770-993,770993,770993,0,0.000000,0.000000,1,
passport_0020_seedream.png,20,passport_issued_full,ПВС МВД РОССИИ ПО ГОРОДУ МОСКВЕ ПО РАЙОНУ ЧЕРЁМУШКИ,ЛПВС МВД РОССИИ ПО ТОРОДУ МОСКВЕ ПО РАЙОНУ ЧЕРЕМОШЮЙ,ПВС МВД РОССИИ ПО ГОРОДУ МОСКВЕ ПО РАЙОНУ ЧЕРЕМУШКИ,ЛПВС МВД РОССИИ ПО ТОРОДУ МОСКВЕ ПО РАЙОНУ ЧЕРЕМОШЮЙ,5,0.098039,0.098039,0,
passport_0020_seedream.png,20,series_and_number,21 40 274389,21 40 274389,2140274389,2140274389,0,0.000000,0.000000,1,
passport_0021_seedream.jpeg,21,lastname,ТКАЧЕНКО,ТКАЧЕНКО,ТКАЧЕНКО,ТКАЧЕНКО,0,0.000000,0.000000,1,
passport_0021_seedream.jpeg,21,firstname,НИКИТА,НИКИТА,НИКИТА,НИКИТА,0,0.000000,0.000000,1,
passport_0021_seedream.jpeg,21,middlename,РЕВАЗОВИЧ,РЕВАЗОВИЧ,РЕВАЗОВИЧ,РЕВАЗОВИЧ,0,0.000000,0.000000,1,
passport_0021_seedream.jpeg,21,sex,МУЖ.,М,M,M,0,0.000000,0.000000,1,
passport_0021_seedream.jpeg,21,birth_date,13.03.1958,13.03.1958,13031958,13031958,0,0.000000,0.000000,1,
passport_0021_seedream.jpeg,21,birth_place,Г. ПЕРМЬ,Г ПЕРМЬ,Г. ПЕРМЬ,Г ПЕРМЬ,1,0.125000,0.125000,0,
passport_0021_seedream.jpeg,21,date_of_issue,18.05.1972,18.05.1972,18051972,18051972,0,0.000000,0.000000,1,
passport_0021_seedream.jpeg,21,department_code,523-293,523-293,523293,523293,0,0.000000,0.000000,1,
passport_0021_seedream.jpeg,21,passport_issued_full,МЕЖРАЙОННЫЙ ОТДЕЛ УФМС ПО НИЖЕГОРОДСКОЙ ОБЛ. В НИЖЕГОРОДСКОМ Р-НЕ,МЕКРАЙОННЫЙ ОТДЕЛ УМС ПО ННХЕГОРОДСКОЙ ОЫЛ В НКЕГОРОДСКОМ Р-НЕ,МЕЖРАЙОННЫЙ ОТДЕЛ УФМС ПО НИЖЕГОРОДСКОЙ ОБЛ. В НИЖЕГОРОДСКОМ Р-НЕ,МЕКРАЙОННЫЙ ОТДЕЛ УМС ПО ННХЕГОРОДСКОЙ ОЫЛ В НКЕГОРОДСКОМ Р-НЕ,8,0.123077,0.123077,0,
passport_0021_seedream.jpeg,21,series_and_number,64 99 865990,64 99 865590,6499865990,6499865590,1,0.100000,0.100000,0,
passport_0022_seedream.png,22,lastname,БЕРИДЗЕ,БЕРИДЗЕ,БЕРИДЗЕ,БЕРИДЗЕ,0,0.000000,0.000000,1,
passport_0022_seedream.png,22,firstname,ФАИНА,ФАИНА,ФАИНА,ФАИНА,0,0.000000,0.000000,1,
passport_0022_seedream.png,22,middlename,РЕВАЗОВНА,РЕВАЗОВНА,РЕВАЗОВНА,РЕВАЗОВНА,0,0.000000,0.000000,1,
passport_0022_seedream.png,22,sex,ЖЕН.,Ж,F,F,0,0.000000,0.000000,1,
passport_0022_seedream.png,22,birth_date,07.03.1986,07.03.1986,07031986,07031986,0,0.000000,0.000000,1,
passport_0022_seedream.png,22,birth_place,Г. САМАРА,Г САМАРА,Г. САМАРА,Г САМАРА,1,0.111111,0.111111,0,
passport_0022_seedream.png,22,date_of_issue,24.06.2013,24.06.2013,24062013,24062013,0,0.000000,0.000000,1,
passport_0022_seedream.png,22,department_code,784-754,784-754,784754,784754,0,0.000000,0.000000,1,
passport_0022_seedream.png,22,passport_issued_full,ГУ МВД РОССИИ ПО Г. САНКТ-ПЕТЕРБУРГУ И ЛЕН. ОБЛ. ПО РАЙОНУ ЦЕНТРАЛЬНЫЙ,ГУ МВД РОССИИ ПО Г. САНКТ-ПЕТЕРБУРГУ И ЛЕН ОБЛД ПО РАЙОНУ ДЦЕНТРАЛЬНЫЙ,ГУ МВД РОССИИ ПО Г. САНКТ-ПЕТЕРБУРГУ И ЛЕН. ОБЛ. ПО РАЙОНУ ЦЕНТРАЛЬНЫЙ,ГУ МВД РОССИИ ПО Г. САНКТ-ПЕТЕРБУРГУ И ЛЕН ОБЛД ПО РАЙОНУ ДЦЕНТРАЛЬНЫЙ,3,0.042857,0.042857,0,
passport_0022_seedream.png,22,series_and_number,79 17 884309,79 17 884309,7917884309,7917884309,0,0.000000,0.000000,1,
passport_0023_seedream.jpeg,23,lastname,АЛЕКСЕЕВ,АЛЕКСЕЕВ,АЛЕКСЕЕВ,АЛЕКСЕЕВ,0,0.000000,0.000000,1,
passport_0023_seedream.jpeg,23,firstname,АГАФОН,АГАФОН,АГАФОН,АГАФОН,0,0.000000,0.000000,1,
passport_0023_seedream.jpeg,23,middlename,ВИТАЛЬЕВИЧ,ВИТАЛЬЕВИЧ,ВИТАЛЬЕВИЧ,ВИТАЛЬЕВИЧ,0,0.000000,0.000000,1,
passport_0023_seedream.jpeg,23,sex,МУЖ.,М,M,M,0,0.000000,0.000000,1,
passport_0023_seedream.jpeg,23,birth_date,06.09.1987,06.09.1987,06091987,06091987,0,0.000000,0.000000,1,
passport_0023_seedream.jpeg,23,birth_place,С. ПОДОЛЬСКОЕ ТВЕРСКОЙ ОБЛ.,С. ПОДОЛЬСКОЕ ТВЕРСКОЙ ОБЛ.,С. ПОДОЛЬСКОЕ ТВЕРСКОЙ ОБЛ.,С. ПОДОЛЬСКОЕ ТВЕРСКОЙ ОБЛ.,0,0.000000,0.000000,1,
passport_0023_seedream.jpeg,23,date_of_issue,21.03.2004,21.03.2004,21032004,21032004,0,0.000000,0.000000,1,
passport_0023_seedream.jpeg,23,department_code,781-071,781-071,781071,781071,0,0.000000,0.000000,1,
passport_0023_seedream.jpeg,23,passport_issued_full,ОВМ МВД РОССИИ ПО Г. САНКТ-ПЕТЕРБУРГУ В Г. САНКТ-ПЕТЕРБУРГЕ,ОВМ МВД РОССИИ ПО Г САНКТ-ПЕТЕРБУРГУ В Г САНКТ-ПЕТЕРБУРГЕ,ОВМ МВД РОССИИ ПО Г. САНКТ-ПЕТЕРБУРГУ В Г. САНКТ-ПЕТЕРБУРГЕ,ОВМ МВД РОССИИ ПО Г САНКТ-ПЕТЕРБУРГУ В Г САНКТ-ПЕТЕРБУРГЕ,2,0.033898,0.033898,0,
passport_0023_seedream.jpeg,23,series_and_number,86 18 808011,86 18 808011,8618808011,8618808011,0,0.000000,0.000000,1,
passport_0024_seedream.png,24,lastname,ТЕРЕНТЬЕВА,ТЕРЕНТЬЕВА,ТЕРЕНТЬЕВА,ТЕРЕНТЬЕВА,0,0.000000,0.000000,1,
passport_0024_seedream.png,24,firstname,ВАЛЕРИЯ,ВАЛЕРИЯ,ВАЛЕРИЯ,ВАЛЕРИЯ,0,0.000000,0.000000,1,
passport_0024_seedream.png,24,middlename,ТИХОНОВНА,ТИХОНОВНА,ТИХОНОВНА,ТИХОНОВНА,0,0.000000,0.000000,1,
passport_0024_seedream.png,24,sex,ЖЕН.,Ж,F,F,0,0.000000,0.000000,1,
passport_0024_seedream.png,24,birth_date,19.04.1991,19.04.1991,19041991,19041991,0,0.000000,0.000000,1,
passport_0024_seedream.png,24,birth_place,Г. САНКТ-ПЕТЕРБУРГ,Г КЧЕЕЛПРЕУРГ,Г. САНКТ-ПЕТЕРБУРГ,Г КЧЕЕЛПРЕУРГ,10,0.555556,0.555556,0,
passport_0024_seedream.png,24,date_of_issue,15.08.2018,15.08.2018,15082018,15082018,0,0.000000,0.000000,1,
passport_0024_seedream.png,24,department_code,783-674,783-674,783674,783674,0,0.000000,0.000000,1,
passport_0024_seedream.png,24,passport_issued_full,ОВМ МВД РОССИИ ПО Г. САНКТ-ПЕТЕРБУРГУ И ЛЕН. ОБЛ. ПО РАЙОНУ ЦЕНТРАЛЬНЫЙ,ОВМ МВД РОССИИ ПО Г САНКТ-ПЕТЕРБУРГУ И ЛЕН ОБЛ ПО РАЙОНУ ДЕНТРАЛЬНЫЙ,ОВМ МВД РОССИИ ПО Г. САНКТ-ПЕТЕРБУРГУ И ЛЕН. ОБЛ. ПО РАЙОНУ ЦЕНТРАЛЬНЫЙ,ОВМ МВД РОССИИ ПО Г САНКТ-ПЕТЕРБУРГУ И ЛЕН ОБЛ ПО РАЙОНУ ДЕНТРАЛЬНЫЙ,4,0.056338,0.056338,0,
passport_0024_seedream.png,24,series_and_number,84 82 648177,84 82 648177,8482648177,8482648177,0,0.000000,0.000000,1,
passport_0025_seedream.png,25,lastname,КЛЮЧНИКОВ,КЛОЧНИКОВ,КЛЮЧНИКОВ,КЛОЧНИКОВ,1,0.111111,0.111111,0,
passport_0025_seedream.png,25,firstname,ЛЕОНИД,ЛЕОНИД,ЛЕОНИД,ЛЕОНИД,0,0.000000,0.000000,1,
passport_0025_seedream.png,25,middlename,ТИМУРОВИЧ,ТИМУРОВИЧ,ТИМУРОВИЧ,ТИМУРОВИЧ,0,0.000000,0.000000,1,
passport_0025_seedream.png,25,sex,МУЖ.,М,M,M,0,0.000000,0.000000,1,
passport_0025_seedream.png,25,birth_date,13.05.1970,13.05.1970,13051970,13051970,0,0.000000,0.000000,1,
passport_0025_seedream.png,25,birth_place,Г. ВЛАДИВОСТОК,Г. ВЛАДИВОСТОК,Г. ВЛАДИВОСТОК,Г. ВЛАДИВОСТОК,0,0.000000,0.000000,1,
passport_0025_seedream.png,25,date_of_issue,23.03.1990,23.03.1990,23031990,23031990,0,0.000000,0.000000,1,
passport_0025_seedream.png,25,department_code,243-324,243-324,243324,243324,0,0.000000,0.000000,1,
passport_0025_seedream.png,25,passport_issued_full,ОВМ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ И ТАЙМЫРУ В ЦЕНТРАЛЬНОМ Р-НЕ Г. КРАСНОЯРСКА,ОВМ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАО И ТАЙМЫРУ В ЦЕНТРАЛЬНОМ Р-НЕ ТГ КРАСНОЯРСКА,ОВМ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ И ТАЙМЫРУ В ЦЕНТРАЛЬНОМ Р-НЕ Г. КРАСНОЯРСКА,ОВМ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАО И ТАЙМЫРУ В ЦЕНТРАЛЬНОМ Р-НЕ ТГ КРАСНОЯРСКА,3,0.037500,0.037500,0,
passport_0025_seedream.png,25,series_and_number,19 11 580547,19,1911580547,19,8,0.800000,0.800000,0,
passport_0026_seedream.png,26,lastname,ДЖАВАХИШВИЛИ,ДЖАВАХИШВИЛИ,ДЖАВАХИШВИЛИ,ДЖАВАХИШВИЛИ,0,0.000000,0.000000,1,
passport_0026_seedream.png,26,firstname,ПОЛИНА,ПОЛИНА,ПОЛИНА,ПОЛИНА,0,0.000000,0.000000,1,
passport_0026_seedream.png,26,middlename,ИВАНОВНА,ИВАНОВНА,ИВАНОВНА,ИВАНОВНА,0,0.000000,0.000000,1,
passport_0026_seedream.png,26,sex,ЖЕН.,Ж,F,F,0,0.000000,0.000000,1,
passport_0026_seedream.png,26,birth_date,17.04.1989,17.04.1989,17041989,17041989,0,0.000000,0.000000,1,
passport_0026_seedream.png,26,birth_place,Г. КАЗАНЬ,Г КАЗАНЬ,Г. КАЗАНЬ,Г КАЗАНЬ,1,0.111111,0.111111,0,
passport_0026_seedream.png,26,date_of_issue,07.03.2015,07.03.2015,07032015,07032015,0,0.000000,0.000000,1,
passport_0026_seedream.png,26,department_code,550-901,550-901,550901,550901,0,0.000000,0.000000,1,
passport_0026_seedream.png,26,passport_issued_full,МЕЖРАЙОННЫЙ ОТДЕЛ УФМС ПО ОМСКОЙ ОБЛ. В ЛЕНИНСКОМ АДМ. ОКРУГЕ,МЕКРАЙОННЫЙ ОТДЕЛ УФМС ПО ОМСКОЙ ОБЛ В ЛЕНИНСКОМ АДМ ОКРУТЕ,МЕЖРАЙОННЫЙ ОТДЕЛ УФМС ПО ОМСКОЙ ОБЛ. В ЛЕНИНСКОМ АДМ. ОКРУГЕ,МЕКРАЙОННЫЙ ОТДЕЛ УФМС ПО ОМСКОЙ ОБЛ В ЛЕНИНСКОМ АДМ ОКРУТЕ,4,0.065574,0.065574,0,
passport_0026_seedream.png,26,series_and_number,41 57 398830,41 57 398830,4157398830,4157398830,0,0.000000,0.000000,1,
passport_0027_seedream.png,27,lastname,КАГАН,КАГАН,КАГАН,КАГАН,0,0.000000,0.000000,1,
passport_0027_seedream.png,27,firstname,ФОМ,ФОМ,ФОМ,ФОМ,0,0.000000,0.000000,1,
passport_0027_seedream.png,27,middlename,МАРКОВИЧ,МАРКОВИЧ,МАРКОВИЧ,МАРКОВИЧ,0,0.000000,0.000000,1,
passport_0027_seedream.png,27,sex,МУЖ.,М,M,M,0,0.000000,0.000000,1,
passport_0027_seedream.png,27,birth_date,17.11.1994,17.11.199,17111994,1711199,1,0.125000,0.125000,0,
passport_0027_seedream.png,27,birth_place,Г. ВЛАДИВОСТОК,Г ВЛАДИВОСТОЙ,Г. ВЛАДИВОСТОК,Г ВЛАДИВОСТОЙ,2,0.142857,0.142857,0,
passport_0027_seedream.png,27,date_of_issue,16.01.2009,16.01.2009,16012009,16012009,0,0.000000,0.000000,1,
passport_0027_seedream.png,27,department_code,240-962,240-962,240962,240962,0,0.000000,0.000000,1,
passport_0027_seedream.png,27,passport_issued_full,ОВМ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ В СОВЕТСКОМ Р-НЕ,ОВМ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ В СОВЕТСКОМ Р-НЕ,ОВМ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ В СОВЕТСКОМ Р-НЕ,ОВМ МВД РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ В СОВЕТСКОМ Р-НЕ,0,0.000000,0.000000,1,
passport_0027_seedream.png,27,series_and_number,27 43 221035,,2743221035,,10,1.000000,1.000000,0,
passport_0029_seedream.png,29,lastname,ГРИНБЕРГ,ГРИНБЕРГ,ГРИНБЕРГ,ГРИНБЕРГ,0,0.000000,0.000000,1,
passport_0029_seedream.png,29,firstname,РУСТАМ,РУСТАМ,РУСТАМ,РУСТАМ,0,0.000000,0.000000,1,
passport_0029_seedream.png,29,middlename,НИКОЛАЕВИЧ,НИКОЛАЕВИЧ,НИКОЛАЕВИЧ,НИКОЛАЕВИЧ,0,0.000000,0.000000,1,
passport_0029_seedream.png,29,sex,МУЖ.,М,M,M,0,0.000000,0.000000,1,
passport_0029_seedream.png,29,birth_date,14.11.1960,14.11.1960,14111960,14111960,0,0.000000,0.000000,1,
passport_0029_seedream.png,29,birth_place,Г. САНКТ-ПЕТЕРБУРГ,Г САНКТ-ПЕТЕРБУРГ,Г. САНКТ-ПЕТЕРБУРГ,Г САНКТ-ПЕТЕРБУРГ,1,0.055556,0.055556,0,
passport_0029_seedream.png,29,date_of_issue,07.09.1999,07.09.1999,07091999,07091999,0,0.000000,0.000000,1,
passport_0029_seedream.png,29,department_code,775-790,775-790,775790,775790,0,0.000000,0.000000,1,
passport_0029_seedream.png,29,passport_issued_full,ГУ МВД РОССИИ ПО ГОРОДУ МОСКВЕ ПО РАЙОНУ ТВЕРСКОЙ,ГУ МВД РОССИИ ПО ГОРОДУ МОСКВЕ ПО РАЙОНУ ТВЕРСКОЙ,ГУ МВД РОССИИ ПО ГОРОДУ МОСКВЕ ПО РАЙОНУ ТВЕРСКОЙ,ГУ МВД РОССИИ ПО ГОРОДУ МОСКВЕ ПО РАЙОНУ ТВЕРСКОЙ,0,0.000000,0.000000,1,
passport_0029_seedream.png,29,series_and_number,26 91 374680,26 91 374680,2691374680,2691374680,0,0.000000,0.000000,1,
passport_0030_seedream.png,30,lastname,ГРИЦЕНКО,ГРИЦЕНКО,ГРИЦЕНКО,ГРИЦЕНКО,0,0.000000,0.000000,1,
passport_0030_seedream.png,30,firstname,ХАРИТОН,ХАРИТОН,ХАРИТОН,ХАРИТОН,0,0.000000,0.000000,1,
passport_0030_seedream.png,30,middlename,ШАМИЛЕВИЧ,ШАМИЛЕВИЧ,ШАМИЛЕВИЧ,ШАМИЛЕВИЧ,0,0.000000,0.000000,1,
passport_0030_seedream.png,30,sex,МУЖ.,М,M,M,0,0.000000,0.000000,1,
passport_0030_seedream.png,30,birth_date,04.01.1990,04.01.1990,04011990,04011990,0,0.000000,0.000000,1,
passport_0030_seedream.png,30,birth_place,Г. СОЧИ,Г СОЧИ,Г. СОЧИ,Г СОЧИ,1,0.142857,0.142857,0,
passport_0030_seedream.png,30,date_of_issue,08.09.2005,08.09.2005,08092005,08092005,0,0.000000,0.000000,1,
passport_0030_seedream.png,30,department_code,164-037,164-037,164037,164037,0,0.000000,0.000000,1,
passport_0030_seedream.png,30,passport_issued_full,ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В Г. БУГУЛЬМА,ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН ВГ БУГУЛЬМА,ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН В Г. БУГУЛЬМА,ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ТАТАРСТАН ВГ БУГУЛЬМА,2,0.038462,0.038462,0,
passport_0030_seedream.png,30,series_and_number,57 84 679364,57 84 679364,5784679364,5784679364,0,0.000000,0.000000,1,
passport_0031_seedream.png,31,lastname,СЕРГЕЕВ,СЕРГЕЕВ,СЕРГЕЕВ,СЕРГЕЕВ,0,0.000000,0.000000,1,
passport_0031_seedream.png,31,firstname,МИХАИЛ,МИХАИЛ,МИХАИЛ,МИХАИЛ,0,0.000000,0.000000,1,
passport_0031_seedream.png,31,middlename,РУСЛАНОВИЧ,РУСЛАНОВИЧ,РУСЛАНОВИЧ,РУСЛАНОВИЧ,0,0.000000,0.000000,1,
passport_0031_seedream.png,31,sex,МУЖ.,М,M,M,0,0.000000,0.000000,1,
passport_0031_seedream.png,31,birth_date,12.01.1978,12.01.1978,12011978,12011978,0,0.000000,0.000000,1,
passport_0031_seedream.png,31,birth_place,Г. ВЛАДИВОСТОК,Г ВЛАДИВОСТОК,Г. ВЛАДИВОСТОК,Г ВЛАДИВОСТОК,1,0.071429,0.071429,0,
passport_0031_seedream.png,31,date_of_issue,11.06.2001,11.06.2001,11062001,11062001,0,0.000000,0.000000,1,
passport_0031_seedream.png,31,department_code,590-363,590-363,590363,590363,0,0.000000,0.000000,1,
passport_0031_seedream.png,31,passport_issued_full,МЕЖРАЙОННЫЙ ОТДЕЛ УФМС ПО ПЕРМСКОМУ КРАЮ В МОТОВИЛИХИНСКОМ Р-НЕ Г. ПЕРМИ,МЕКРАЙОННЫЙ ОТДЕЛ УФМС ПО ПЕРМСКОМУ КРАЮ В МОТОВИЛИХИНСКОМ Р-НЕ Г. ПЕРМИ,МЕЖРАЙОННЫЙ ОТДЕЛ УФМС ПО ПЕРМСКОМУ КРАЮ В МОТОВИЛИХИНСКОМ Р-НЕ Г. ПЕРМИ,МЕКРАЙОННЫЙ ОТДЕЛ УФМС ПО ПЕРМСКОМУ КРАЮ В МОТОВИЛИХИНСКОМ Р-НЕ Г. ПЕРМИ,1,0.013889,0.013889,0,
passport_0031_seedream.png,31,series_and_number,81 62 750810,81 16 275081,8162750810,8116275081,2,0.200000,0.200000,0,
passport_0032_seedream.png,32,lastname,АСАДОВА,АСАДОВА,АСАДОВА,АСАДОВА,0,0.000000,0.000000,1,
passport_0032_seedream.png,32,firstname,ВЕРОНИКА,ВЕРОНИКА,ВЕРОНИКА,ВЕРОНИКА,0,0.000000,0.000000,1,
passport_0032_seedream.png,32,middlename,ГРИГОРЬЕВНА,ГРИГОРЬЕВНА,ГРИГОРЬЕВНА,ГРИГОРЬЕВНА,0,0.000000,0.000000,1,
passport_0032_seedream.png,32,sex,ЖЕН.,Ж,F,F,0,0.000000,0.000000,1,
passport_0032_seedream.png,32,birth_date,14.03.1965,14.03.1965,14031965,14031965,0,0.000000,0.000000,1,
passport_0032_seedream.png,32,birth_place,Г. НИЖНИЙ НОВГОРОД,Г НИЖНИЙ НОВГОРОД,Г. НИЖНИЙ НОВГОРОД,Г НИЖНИЙ НОВГОРОД,1,0.055556,0.055556,0,
passport_0032_seedream.png,32,date_of_issue,31.05.1981,31.05.1981,31051981,31051981,0,0.000000,0.000000,1,
passport_0032_seedream.png,32,department_code,743-822,743-822,743822,743822,0,0.000000,0.000000,1,
passport_0032_seedream.png,32,passport_issued_full,ТП УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛАСТИ В ТРАКТОРОЗАВОДСКОМ Р-НЕ,ТП УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛАСТИ В ТРАКТОРОЗАВОДСКОМ Р-НЕ,ТП УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛАСТИ В ТРАКТОРОЗАВОДСКОМ Р-НЕ,ТП УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛАСТИ В ТРАКТОРОЗАВОДСКОМ Р-НЕ,0,0.000000,0.000000,1,
passport_0032_seedream.png,32,series_and_number,95 41 379766,55 41 379766,9541379766,5541379766,1,0.100000,0.100000,0,
passport_0034_seedream.png,34,lastname,САВЕЛЬЕВА,САВЕЛЬЕВА,САВЕЛЬЕВА,САВЕЛЬЕВА,0,0.000000,0.000000,1,
